ModeTag,ModifiersLabel,Competitor,seed,step,Trial,Arch,score,qps,ne
hardQPS_Q3500,modifiers_02,Skopt-Random,0,3,3,"[[2048, 2048, 2048], [64, 64], [128], [1024, 1024], [512, 512]]",0.11030060471065367,3021.675647411038,0.4928694369846099
hardQPS_Q3500,modifiers_02,Skopt-Random,0,4,4,"[[128, 128, 128, 128]]",-0.015302354515406156,44832.22427300673,0.5624500842516749
hardQPS_Q3500,modifiers_02,Skopt-Random,0,5,5,"[[1024, 1024]]",-0.015591397530070107,15849.148951609117,0.5626102062756484
hardQPS_Q3500,modifiers_02,Skopt-Random,0,6,6,"[[128], [1024], [128, 128, 128, 128, 128]]",0.001351566239860789,33124.162710379125,0.5532242619237129
hardQPS_Q3500,modifiers_02,Skopt-Random,0,7,7,"[[512, 512]]",-0.028270590940954476,29583.96961769822,0.5696341369998108
hardQPS_Q3500,modifiers_02,Skopt-Random,0,8,8,"[[1024, 1024], [1024, 1024, 1024], [512, 512, 512, 512, 512], [1024, 1024, 1024, 1024], [1024, 1024, 1024, 1024, 1024]]",0.12082721806721732,2576.7070002580153,0.4870379774760678
hardQPS_Q3500,modifiers_02,Skopt-Random,0,9,9,"[[128], [2048, 2048, 2048, 2048, 2048], [128, 128, 128, 128], [512, 512, 512], [64]]",0.112293165129633,2308.441448501689,0.49176561232533744
hardQPS_Q3500,modifiers_02,Skopt-Random,0,10,10,"[[2048, 2048]]",0.01571209064153556,6047.27836643899,0.5452689192381586
hardQPS_Q3500,modifiers_02,Skopt-GP,0,1,1,"[[256, 256], [512, 512], [256, 256], [64], [64]]",0.0,24518.105708470106,0.5539729931190072
hardQPS_Q3500,modifiers_02,Skopt-GP,0,2,2,"[[128, 128, 128, 128], [64, 64, 64, 64], [128, 128, 128, 128]]",0.03682567250010785,42326.72269607256,0.5335725651005021
hardQPS_Q3500,modifiers_02,Skopt-GP,0,3,3,"[[2048, 2048, 2048], [128, 128, 128, 128], [1024, 1024]]",0.11110565777448854,3228.031773047621,0.49242345932921766
hardQPS_Q3500,modifiers_02,Skopt-GP,0,4,4,"[[128, 128, 128, 128], [256, 256, 256, 256], [128, 128, 128]]",0.033871634060490624,34272.2881553355,0.5352090226166855
hardQPS_Q3500,modifiers_02,Skopt-GP,0,5,5,"[[256, 256], [512, 512]]",-0.015174345331253163,28050.780915372325,0.5623791706207829
hardQPS_Q3500,modifiers_02,Skopt-GP,0,6,6,"[[64, 64], [512, 512], [2048, 2048, 2048, 2048], [512, 512, 512]]",0.11609223786386416,3397.7411143464037,0.4896610286316786
hardQPS_Q3500,modifiers_02,Skopt-GP,0,7,7,"[[512, 512, 512], [256, 256, 256], [1024, 1024, 1024], [2048, 2048, 2048], [512, 512]]",0.1164235546035394,3210.985556359362,0.4894774881057303
hardQPS_Q3500,modifiers_02,Skopt-GP,0,8,8,"[[64, 64, 64]]",-0.027197389254503487,49428.91880618738,0.5690396122493472
hardQPS_Q3500,modifiers_02,Skopt-GP,0,9,9,"[[512, 512, 512], [1024, 1024, 1024, 1024]]",0.041293859144687174,7609.726924327681,0.5310973103711901
hardQPS_Q3500,modifiers_02,Skopt-GP,0,10,10,"[[128, 128]]",-0.03647949507884063,46754.735955824886,0.5741816481953026
hardQPS_Q3500,modifiers_02,Skopt-RF,0,1,1,"[[256, 256], [512, 512], [256, 256], [64], [64]]",0.0,24518.105708470106,0.5539729931190072
hardQPS_Q3500,modifiers_02,Skopt-RF,0,2,2,"[[2048, 2048, 2048, 2048]]",0.06848709653357286,2509.6965343099173,0.5160329912622734
hardQPS_Q3500,modifiers_02,Skopt-RF,0,3,3,"[[2048, 2048, 2048], [64, 64], [128], [1024, 1024], [512, 512]]",0.11030060471065367,3021.675647411038,0.4928694369846099
hardQPS_Q3500,modifiers_02,Skopt-RF,0,4,4,"[[128, 128, 128, 128]]",-0.015302354515406156,44832.22427300673,0.5624500842516749
hardQPS_Q3500,modifiers_02,Skopt-RF,0,5,5,"[[1024, 1024]]",-0.015591397530070107,15849.148951609117,0.5626102062756484
hardQPS_Q3500,modifiers_02,Skopt-RF,0,6,6,"[[128], [1024], [128, 128, 128, 128, 128]]",0.001351566239860789,33124.162710379125,0.5532242619237129
hardQPS_Q3500,modifiers_02,Skopt-RF,0,7,7,"[[512, 512]]",-0.028270590940954476,29583.96961769822,0.5696341369998108
hardQPS_Q3500,modifiers_02,Skopt-RF,0,8,8,"[[1024, 1024], [1024, 1024, 1024], [512, 512, 512, 512, 512], [1024, 1024, 1024, 1024], [1024, 1024, 1024, 1024, 1024]]",0.12082721806721732,2576.7070002580153,0.4870379774760678
hardQPS_Q3500,modifiers_02,Skopt-RF,0,9,9,"[[128], [2048, 2048, 2048, 2048, 2048], [128, 128, 128, 128], [512, 512, 512], [64]]",0.112293165129633,2308.441448501689,0.49176561232533744
hardQPS_Q3500,modifiers_02,Skopt-RF,0,10,10,"[[2048, 2048]]",0.01571209064153556,6047.27836643899,0.5452689192381586
hardQPS_Q3500,modifiers_02,Skopt-ET,0,1,1,"[[256, 256], [512, 512], [256, 256], [64], [64]]",0.0,24518.105708470106,0.5539729931190072
hardQPS_Q3500,modifiers_02,Skopt-ET,0,2,2,"[[2048, 2048, 2048, 2048]]",0.06848709653357286,2509.6965343099173,0.5160329912622734
hardQPS_Q3500,modifiers_02,Skopt-ET,0,3,3,"[[2048, 2048, 2048], [64, 64], [128], [1024, 1024], [512, 512]]",0.11030060471065367,3021.675647411038,0.4928694369846099
hardQPS_Q3500,modifiers_02,Skopt-ET,0,4,4,"[[128, 128, 128, 128]]",-0.015302354515406156,44832.22427300673,0.5624500842516749
hardQPS_Q3500,modifiers_02,Skopt-ET,0,5,5,"[[1024, 1024]]",-0.015591397530070107,15849.148951609117,0.5626102062756484
hardQPS_Q3500,modifiers_02,Skopt-ET,0,6,6,"[[128], [1024], [128, 128, 128, 128, 128]]",0.001351566239860789,33124.162710379125,0.5532242619237129
hardQPS_Q3500,modifiers_02,Skopt-ET,0,7,7,"[[512, 512]]",-0.028270590940954476,29583.96961769822,0.5696341369998108
hardQPS_Q3500,modifiers_02,Skopt-ET,0,8,8,"[[1024, 1024], [1024, 1024, 1024], [512, 512, 512, 512, 512], [1024, 1024, 1024, 1024], [1024, 1024, 1024, 1024, 1024]]",0.12082721806721732,2576.7070002580153,0.4870379774760678
hardQPS_Q3500,modifiers_02,Skopt-ET,0,9,9,"[[128], [2048, 2048, 2048, 2048, 2048], [128, 128, 128, 128], [512, 512, 512], [64]]",0.112293165129633,2308.441448501689,0.49176561232533744
hardQPS_Q3500,modifiers_02,Skopt-ET,0,10,10,"[[2048, 2048]]",0.01571209064153556,6047.27836643899,0.5452689192381586
hardQPS_Q3500,modifiers_02,Skopt-GBRT,0,1,1,"[[256, 256], [512, 512], [256, 256], [64], [64]]",0.0,24518.105708470106,0.5539729931190072
hardQPS_Q3500,modifiers_02,Skopt-GBRT,0,2,2,"[[2048, 2048, 2048, 2048]]",0.06848709653357286,2509.6965343099173,0.5160329912622734
hardQPS_Q3500,modifiers_02,Skopt-GBRT,0,3,3,"[[2048, 2048, 2048], [64, 64], [128], [1024, 1024], [512, 512]]",0.11030060471065367,3021.675647411038,0.4928694369846099
hardQPS_Q3500,modifiers_02,Skopt-GBRT,0,4,4,"[[128, 128, 128, 128]]",-0.015302354515406156,44832.22427300673,0.5624500842516749
hardQPS_Q3500,modifiers_02,Skopt-GBRT,0,5,5,"[[1024, 1024]]",-0.015591397530070107,15849.148951609117,0.5626102062756484
hardQPS_Q3500,modifiers_02,Skopt-GBRT,0,6,6,"[[128], [1024], [128, 128, 128, 128, 128]]",0.001351566239860789,33124.162710379125,0.5532242619237129
hardQPS_Q3500,modifiers_02,Skopt-GBRT,0,7,7,"[[512, 512]]",-0.028270590940954476,29583.96961769822,0.5696341369998108
hardQPS_Q3500,modifiers_02,Skopt-GBRT,0,8,8,"[[1024, 1024], [1024, 1024, 1024], [512, 512, 512, 512, 512], [1024, 1024, 1024, 1024], [1024, 1024, 1024, 1024, 1024]]",0.12082721806721732,2576.7070002580153,0.4870379774760678
hardQPS_Q3500,modifiers_02,Skopt-GBRT,0,9,9,"[[128], [2048, 2048, 2048, 2048, 2048], [128, 128, 128, 128], [512, 512, 512], [64]]",0.112293165129633,2308.441448501689,0.49176561232533744
