competition,config_id,ModifiersLabel,Competitor,num_seeds,avg_score,min_score,max_score,score_range
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,4,config_04,Skopt-RF,10,0.13920983010274504,0.058021854180436955,0.1600313354971322,"[0.058022, 0.160031]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,4,config_04,Skopt-Random,10,0.02764941080142975,0.0,0.1402411590389905,"[0.000000, 0.140241]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,4,config_04,TPE,10,0.07808687729003029,0.0,0.14313042515694407,"[0.000000, 0.143130]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,LogSpaceSimulatedAnnealing,10,0.08330315044612897,0.02021625646219371,0.1237021333204026,"[0.020216, 0.123702]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,Random,10,0.0,0.0,0.0,"[0.000000, 0.000000]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,SimulatedAnnealing,10,0.08882843817019297,0.006581095085447433,0.1261929160220849,"[0.006581, 0.126193]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,Skopt-ET,10,0.11581586155170116,0.06890370474633466,0.12508326085236376,"[0.068904, 0.125083]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,Skopt-GBRT,10,0.01175722421873789,0.0,0.11757224218737891,"[0.000000, 0.117572]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,Skopt-GP,10,0.047414029323201747,0.0,0.12357741406725516,"[0.000000, 0.123577]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,Skopt-RF,10,0.10742726073792778,0.06516919471288116,0.12418757478300058,"[0.065169, 0.124188]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,Skopt-Random,10,0.006125632295995704,0.0,0.06125632295995704,"[0.000000, 0.061256]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,TPE,10,0.03916224122351315,0.0,0.11914423689618645,"[0.000000, 0.119144]"
