competition,config_id,ModifiersLabel,Competitor,seed,best_score,best_qps,best_ne,best_arch
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,LogSpaceSimulatedAnnealing,0,0.030008408817380903,26909.373231817935,0.5429880311504333,"[[128, 128], [256, 256, 256, 256, 256], [256], [512], [64]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,LogSpaceSimulatedAnnealing,1,0.05681847031969117,9573.5493216823,0.527980125264968,"[[128], [128], [1024, 1024], [512], [1024, 1024, 1024]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,LogSpaceSimulatedAnnealing,2,0.10252783913708105,7286.450847388437,0.5023926455332898,"[[1024, 1024], [1024, 1024, 1024], [64, 64], [128], [128, 128, 128]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,LogSpaceSimulatedAnnealing,3,0.10969792438601482,7553.016983598541,0.4983789298393706,"[[256, 256], [1024, 1024, 1024], [1024, 1024, 1024], [128, 128], [64, 64, 64]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,LogSpaceSimulatedAnnealing,4,0.020676969499647285,19647.798250272284,0.5482116433023266,"[[256, 256, 256, 256], [1024], [512], [64], [64]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,LogSpaceSimulatedAnnealing,5,0.12119186056087533,10149.019682586857,0.4919447815122216,"[[64, 64, 64, 64], [256], [4096], [64, 64], [2048, 2048]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,LogSpaceSimulatedAnnealing,6,0.0,26021.45014064819,0.559786328135504,"[[256, 256], [512, 512], [256, 256], [64], [64]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,LogSpaceSimulatedAnnealing,7,0.12078280409349676,7129.984145464545,0.4921737657300955,"[[256, 256, 256, 256, 256], [1024, 1024, 1024, 1024, 1024], [256, 256], [64, 64], [2048]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,LogSpaceSimulatedAnnealing,8,0.11427204529179047,6359.809985650154,0.4958183994930786,"[[128, 128], [2048, 2048], [512, 512], [128], [256]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,LogSpaceSimulatedAnnealing,9,0.09622839891542236,7820.8783212301105,0.5059189860442812,"[[1024, 1024], [1024, 1024], [256, 256, 256], [256, 256], [128, 128, 128]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,Random,0,0.0843384762642486,10956.321474582866,0.5125748021869969,"[[128], [512, 512], [2048], [128], [1024, 1024, 1024]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,Random,1,0.07834151315197532,16345.89065262667,0.5159318201475804,"[[128, 128], [1024], [64, 64], [2048], [256, 256, 256, 256]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,Random,2,0.08767395100479188,13143.309609546175,0.5107076490293995,"[[64, 64, 64, 64, 64], [64, 64, 64, 64], [1024], [512, 512], [512, 512, 512, 512]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,Random,3,0.1209133437335348,6111.5250431440545,0.4921006914243225,"[[1024, 1024, 1024, 1024, 1024], [512, 512, 512, 512, 512], [64, 64, 64, 64], [256], [128, 128, 128]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,Random,4,0.11523491278354302,8929.510313734072,0.4952793994353894,"[[64, 64, 64, 64], [512, 512, 512, 512, 512], [512, 512, 512, 512], [64, 64, 64, 64], [2048, 2048]]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds_pow2,1,config_01,Random,5,0.1198485948797851,11102.107946630491,0.49269672327554953,"[[4096], [64, 64, 64], [1024], [128, 128, 128, 128, 128], [512, 512, 512, 512]]"
