competition,config_id,ModifiersLabel,Competitor,num_seeds,avg_score,min_score,max_score,score_range
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,4,config_04,Skopt-GBRT,10,0.13989641199796607,0.04856390357772813,0.1600313354971322,"[0.048564, 0.160031]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,4,config_04,Skopt-GP,10,0.1472227226336977,0.12892715101832944,0.1600313354971322,"[0.128927, 0.160031]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,4,config_04,Skopt-RF,10,0.15218148634253437,0.14089733922796896,0.1600313354971322,"[0.140897, 0.160031]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,4,config_04,Skopt-Random,10,0.14874829859254207,0.1393666239843086,0.1600313354971322,"[0.139367, 0.160031]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,4,config_04,TPE,10,0.15060893669358483,0.13731763088222051,0.1600313354971322,"[0.137318, 0.160031]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,LogSpaceSimulatedAnnealing,10,0.08735036883713829,0.019270499507861763,0.12270059135971287,"[0.019270, 0.122701]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,Random,10,0.12146350787556182,0.11743244984329657,0.12477854302720351,"[0.117432, 0.124779]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,SimulatedAnnealing,10,0.07394285908930034,0.018487861821190794,0.12320491456506724,"[0.018488, 0.123205]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,Skopt-ET,10,0.12207902027154313,0.10886794083141739,0.12723519946182826,"[0.108868, 0.127235]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,Skopt-GBRT,10,0.12371284242064381,0.11942511757901107,0.1277471067615823,"[0.119425, 0.127747]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,Skopt-GP,10,0.12326713953577835,0.11726477363690493,0.12949630753464555,"[0.117265, 0.129496]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,Skopt-RF,10,0.12247451291182569,0.11796732554013117,0.12833120637472412,"[0.117967, 0.128331]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,Skopt-Random,10,0.12241763382481038,0.11836186317706285,0.12723519946182826,"[0.118362, 0.127235]"
tasks-20 tries @60days no noise-skewed_modifiers_10seeds,5,config_05,TPE,10,0.12240739757460657,0.11771997291197175,0.12725170540362618,"[0.117720, 0.127252]"
