config_id,config_key,baseline_architecture,network_modifier,num_trials,num_seeds,days,qps_min
1,CONFIG_0,"[[256, 256], [512, 512], [256, 256], [64], [64]]","{""0"": [0.2, 0.2, 1, 0.1, 0.1], ""1"": [0.4, 0.2, 0.7, 0, 0.05], ""2"": [0.1, 0.1, 0.6, 0.4, 0.05], ""3"": [0.2, 0.4, 0.7, 0.3, 0.05], ""4"": [0.1, 0.1, 0.9, 0.1, 0.1]}",20,10,60,6000
